Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	538391	0.216	0
2	243199373	571289	0.235	0
3	198022430	471788	0.238	0
4	191154276	445280	0.233	0
5	180915260	422454	0.234	0
6	171115067	406446	0.238	0
7	159138663	364653	0.229	0
8	146364022	344393	0.235	0
9	141213431	268207	0.19	-1
10	135534747	315871	0.233	0
11	135006516	315913	0.234	0
12	133851895	316716	0.237	0
13	115169878	231795	0.201	-1
14	107349540	213075	0.198	-1
15	102531392	192856	0.188	-1
16	90354753	190410	0.211	0
17	81195210	190709	0.235	0
18	78077248	181693	0.233	0
19	59128983	140504	0.238	0
20	63025520	151330	0.24	0
21	48129895	131237	0.273	1
22	51304566	85443	0.167	-1
Odchylenie standardowe dla osobnika: 0.02094
Srednia arytmetyczna: 0.22258
