Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	10180207	4.084	0
2	243199373	10806617	4.444	0
3	198022430	8822732	4.455	0
4	191154276	8300085	4.342	0
5	180915260	7911497	4.373	0
6	171115067	7618284	4.452	0
7	159138663	6837943	4.297	0
8	146364022	6473516	4.423	0
9	141213431	5054375	3.579	-1
10	135534747	5985434	4.416	0
11	135006516	5951858	4.409	0
12	133851895	5988216	4.474	0
13	115169878	4317995	3.749	-1
14	107349540	4010257	3.736	-1
15	102531392	3628105	3.539	-1
16	90354753	3640169	4.029	0
17	81195210	3644400	4.488	0
18	78077248	3408522	4.366	0
19	59128983	2684603	4.54	0
20	63025520	2884514	4.577	0
21	48129895	1639739	3.407	-1
22	51304566	1623887	3.165	-1
Odchylenie standardowe dla osobnika: 0.39438
Srednia arytmetyczna: 4.20116
