Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1209731	0.485	0
2	243199373	1072915	0.441	0
3	198022430	851431	0.43	0
4	191154276	742707	0.389	-1
5	180915260	761654	0.421	0
6	171115067	771120	0.451	0
7	159138663	787449	0.495	0
8	146364022	643032	0.439	0
9	141213431	601629	0.426	0
10	135534747	723576	0.534	0
11	135006516	628113	0.465	0
12	133851895	671482	0.502	0
13	115169878	374839	0.325	-1
14	107349540	434308	0.405	0
15	102531392	444838	0.434	0
16	90354753	543021	0.601	0
17	81195210	567252	0.699	1
18	78077248	328231	0.42	0
19	59128983	507142	0.858	1
20	63025520	352022	0.559	0
21	48129895	178602	0.371	-1
22	51304566	267102	0.521	0
Odchylenie standardowe dla osobnika: 0.11152
Srednia arytmetyczna: 0.50289
