Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	10643	0.004	0
2	243199373	9351	0.004	0
3	198022430	7504	0.004	0
4	191154276	6651	0.003	-1
5	180915260	6658	0.004	0
6	171115067	6654	0.004	0
7	159138663	7118	0.004	0
8	146364022	5416	0.004	0
9	141213431	5329	0.004	0
10	135534747	6238	0.005	0
11	135006516	5346	0.004	0
12	133851895	6017	0.004	0
13	115169878	3409	0.003	-1
14	107349540	3852	0.004	0
15	102531392	3985	0.004	0
16	90354753	4898	0.005	0
17	81195210	5362	0.007	1
18	78077248	2974	0.004	0
19	59128983	4917	0.008	1
20	63025520	3003	0.005	0
21	48129895	1483	0.003	-1
22	51304566	2291	0.004	0
Odchylenie standardowe dla osobnika: 0.00114
Srednia arytmetyczna: 0.00447
