Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	12620893	5.064	0
2	243199373	12478085	5.131	0
3	198022430	9933697	5.016	0
4	191154276	8889637	4.651	0
5	180915260	8876610	4.907	0
6	171115067	8617720	5.036	0
7	159138663	8213616	5.161	0
8	146364022	7498010	5.123	0
9	141213431	6251430	4.427	-1
10	135534747	7353327	5.425	0
11	135006516	7426446	5.501	0
12	133851895	7131581	5.328	0
13	115169878	4679740	4.063	-1
14	107349540	4821658	4.492	-1
15	102531392	4493838	4.383	-1
16	90354753	5099532	5.644	0
17	81195210	5343901	6.582	1
18	78077248	3895973	4.99	0
19	59128983	4559652	7.711	1
20	63025520	3930163	6.236	1
21	48129895	2055340	4.27	-1
22	51304566	2631473	5.129	0
Odchylenie standardowe dla osobnika: 0.78306
Srednia arytmetyczna: 5.313
