Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1163261	0.467	0
2	243199373	1039963	0.428	0
3	198022430	819984	0.414	0
4	191154276	685899	0.359	-1
5	180915260	738104	0.408	0
6	171115067	775300	0.453	0
7	159138663	729621	0.458	0
8	146364022	636093	0.435	0
9	141213431	583021	0.413	0
10	135534747	722752	0.533	0
11	135006516	629751	0.466	0
12	133851895	628801	0.47	0
13	115169878	360794	0.313	-1
14	107349540	418416	0.39	0
15	102531392	437654	0.427	0
16	90354753	528911	0.585	0
17	81195210	535602	0.66	1
18	78077248	327444	0.419	0
19	59128983	469586	0.794	1
20	63025520	371067	0.589	0
21	48129895	177201	0.368	-1
22	51304566	288517	0.562	0
Odchylenie standardowe dla osobnika: 0.1045
Srednia arytmetyczna: 0.49005
