Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1670766	0.67	0
2	243199373	1688541	0.694	0
3	198022430	1349360	0.681	0
4	191154276	1192373	0.624	0
5	180915260	1207261	0.667	0
6	171115067	1160584	0.678	0
7	159138663	1069812	0.672	0
8	146364022	1016144	0.694	0
9	141213431	828720	0.587	-1
10	135534747	986173	0.728	0
11	135006516	989210	0.733	0
12	133851895	940201	0.702	0
13	115169878	633045	0.55	-1
14	107349540	640632	0.597	-1
15	102531392	599549	0.585	-1
16	90354753	660346	0.731	0
17	81195210	663404	0.817	1
18	78077248	532575	0.682	0
19	59128983	508821	0.861	1
20	63025520	521607	0.828	1
21	48129895	270883	0.563	-1
22	51304566	324759	0.633	0
Odchylenie standardowe dla osobnika: 0.07562
Srednia arytmetyczna: 0.69379
