Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	6549104	2.628	0
2	243199373	6861130	2.821	0
3	198022430	5656151	2.856	0
4	191154276	5355028	2.801	0
5	180915260	5052080	2.793	0
6	171115067	4887858	2.856	0
7	159138663	4422810	2.779	0
8	146364022	4123370	2.817	0
9	141213431	3214029	2.276	-1
10	135534747	3847834	2.839	0
11	135006516	3795993	2.812	0
12	133851895	3861624	2.885	0
13	115169878	2739775	2.379	-1
14	107349540	2570032	2.394	-1
15	102531392	2322947	2.266	-1
16	90354753	2356120	2.608	0
17	81195210	2371526	2.921	0
18	78077248	2154430	2.759	0
19	59128983	1813308	3.067	1
20	63025520	1820517	2.889	0
21	48129895	1046688	2.175	-1
22	51304566	1038502	2.024	-1
Odchylenie standardowe dla osobnika: 0.26356
Srednia arytmetyczna: 2.70168
