Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	2011511	0.807	0
2	243199373	1879360	0.773	0
3	198022430	1462691	0.739	0
4	191154276	1260346	0.659	-1
5	180915260	1333031	0.737	0
6	171115067	1365600	0.798	0
7	159138663	1295771	0.814	0
8	146364022	1153542	0.788	0
9	141213431	1040575	0.737	0
10	135534747	1271814	0.938	0
11	135006516	1126533	0.834	0
12	133851895	1099720	0.822	0
13	115169878	668634	0.581	-1
14	107349540	740840	0.69	-1
15	102531392	756748	0.738	0
16	90354753	883619	0.978	0
17	81195210	901299	1.11	1
18	78077248	599224	0.767	0
19	59128983	759708	1.285	1
20	63025520	636546	1.01	1
21	48129895	323338	0.672	-1
22	51304566	477485	0.931	0
Odchylenie standardowe dla osobnika: 0.15255
Srednia arytmetyczna: 0.852
