Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	976120	0.392	0
2	243199373	982441	0.404	0
3	198022430	784949	0.396	0
4	191154276	699249	0.366	0
5	180915260	702588	0.388	0
6	171115067	676887	0.396	0
7	159138663	629441	0.396	0
8	146364022	590180	0.403	0
9	141213431	482718	0.342	-1
10	135534747	575367	0.425	0
11	135006516	576557	0.427	0
12	133851895	548381	0.41	0
13	115169878	370408	0.322	-1
14	107349540	373859	0.348	-1
15	102531392	353106	0.344	-1
16	90354753	385666	0.427	0
17	81195210	392821	0.484	1
18	78077248	309020	0.396	0
19	59128983	308056	0.521	1
20	63025520	304603	0.483	1
21	48129895	158307	0.329	-1
22	51304566	192154	0.375	0
Odchylenie standardowe dla osobnika: 0.04656
Srednia arytmetyczna: 0.40668
