Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	414588	0.166	0
2	243199373	433761	0.178	0
3	198022430	355669	0.18	0
4	191154276	327772	0.171	0
5	180915260	316134	0.175	0
6	171115067	307898	0.18	0
7	159138663	273623	0.172	0
8	146364022	260415	0.178	0
9	141213431	206424	0.146	-1
10	135534747	243271	0.179	0
11	135006516	242071	0.179	0
12	133851895	239127	0.179	0
13	115169878	170248	0.148	-1
14	107349540	162492	0.151	-1
15	102531392	147974	0.144	-1
16	90354753	150593	0.167	0
17	81195210	151070	0.186	1
18	78077248	137422	0.176	0
19	59128983	109981	0.186	1
20	63025520	119991	0.19	1
21	48129895	66591	0.138	-1
22	51304566	68803	0.134	-1
Odchylenie standardowe dla osobnika: 0.01529
Srednia arytmetyczna: 0.17058
