Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	482486	0.194	0
2	243199373	523568	0.215	0
3	198022430	433278	0.219	0
4	191154276	409093	0.214	0
5	180915260	386621	0.214	0
6	171115067	372656	0.218	0
7	159138663	323708	0.203	0
8	146364022	314514	0.215	0
9	141213431	241570	0.171	-1
10	135534747	286130	0.211	0
11	135006516	284053	0.21	0
12	133851895	283639	0.212	0
13	115169878	211533	0.184	0
14	107349540	192141	0.179	0
15	102531392	173012	0.169	-1
16	90354753	166192	0.184	0
17	81195210	162307	0.2	0
18	78077248	167389	0.214	0
19	59128983	108959	0.184	0
20	63025520	135200	0.215	0
21	48129895	76959	0.16	-1
22	51304566	71752	0.14	-1
Odchylenie standardowe dla osobnika: 0.0211
Srednia arytmetyczna: 0.19826
