Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1506101	0.604	0
2	243199373	1388757	0.571	0
3	198022430	1084221	0.548	0
4	191154276	932568	0.488	-1
5	180915260	985733	0.545	0
6	171115067	1006611	0.588	0
7	159138663	970988	0.61	0
8	146364022	846660	0.578	0
9	141213431	774158	0.548	0
10	135534747	923116	0.681	0
11	135006516	828372	0.614	0
12	133851895	826231	0.617	0
13	115169878	494735	0.43	-1
14	107349540	553450	0.516	0
15	102531392	562403	0.549	0
16	90354753	671811	0.744	0
17	81195210	685284	0.844	1
18	78077248	440363	0.564	0
19	59128983	590499	0.999	1
20	63025520	468566	0.743	0
21	48129895	238378	0.495	-1
22	51304566	355113	0.692	0
Odchylenie standardowe dla osobnika: 0.12213
Srednia arytmetyczna: 0.63574
