Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1119978	0.449	0
2	243199373	1019144	0.419	0
3	198022430	796911	0.402	0
4	191154276	686530	0.359	-1
5	180915260	721538	0.399	0
6	171115067	740841	0.433	0
7	159138663	707018	0.444	0
8	146364022	623454	0.426	0
9	141213431	561789	0.398	0
10	135534747	704251	0.52	0
11	135006516	606607	0.449	0
12	133851895	607025	0.454	0
13	115169878	357411	0.31	-1
14	107349540	401035	0.374	-1
15	102531392	408180	0.398	0
16	90354753	497131	0.55	1
17	81195210	486379	0.599	1
18	78077248	320294	0.41	0
19	59128983	416934	0.705	1
20	63025520	345422	0.548	0
21	48129895	171476	0.356	-1
22	51304566	253565	0.494	0
Odchylenie standardowe dla osobnika: 0.08463
Srednia arytmetyczna: 0.46421
