Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	718588	0.288	0
2	243199373	653698	0.269	0
3	198022430	521253	0.263	0
4	191154276	441991	0.231	-1
5	180915260	469504	0.26	0
6	171115067	483063	0.282	0
7	159138663	464491	0.292	0
8	146364022	397320	0.271	0
9	141213431	372202	0.264	0
10	135534747	442626	0.327	0
11	135006516	388323	0.288	0
12	133851895	404469	0.302	0
13	115169878	234283	0.203	-1
14	107349540	266046	0.248	0
15	102531392	272684	0.266	0
16	90354753	319131	0.353	0
17	81195210	333904	0.411	1
18	78077248	208397	0.267	0
19	59128983	286134	0.484	1
20	63025520	224707	0.357	0
21	48129895	109610	0.228	-1
22	51304566	168307	0.328	0
Odchylenie standardowe dla osobnika: 0.06015
Srednia arytmetyczna: 0.30442
