Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	526343	0.211	0
2	243199373	493198	0.203	0
3	198022430	387122	0.195	0
4	191154276	335851	0.176	-1
5	180915260	351637	0.194	0
6	171115067	359160	0.21	0
7	159138663	335171	0.211	0
8	146364022	299950	0.205	0
9	141213431	269383	0.191	0
10	135534747	320144	0.236	0
11	135006516	290170	0.215	0
12	133851895	287262	0.215	0
13	115169878	178100	0.155	-1
14	107349540	192094	0.179	-1
15	102531392	194964	0.19	0
16	90354753	221356	0.245	0
17	81195210	220754	0.272	1
18	78077248	157546	0.202	0
19	59128983	185745	0.314	1
20	63025520	161629	0.256	1
21	48129895	82437	0.171	-1
22	51304566	112820	0.22	0
Odchylenie standardowe dla osobnika: 0.03333
Srednia arytmetyczna: 0.21779
