Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	2521871	1.012	0
2	243199373	2685781	1.104	0
3	198022430	2212111	1.117	0
4	191154276	2086134	1.091	0
5	180915260	1986264	1.098	0
6	171115067	1903437	1.112	0
7	159138663	1699438	1.068	0
8	146364022	1620808	1.107	0
9	141213431	1255756	0.889	-1
10	135534747	1481008	1.093	0
11	135006516	1487638	1.102	0
12	133851895	1481114	1.107	0
13	115169878	1078062	0.936	-1
14	107349540	998975	0.931	-1
15	102531392	896108	0.874	-1
16	90354753	886157	0.981	0
17	81195210	878255	1.082	0
18	78077248	855694	1.096	0
19	59128983	640220	1.083	0
20	63025520	709210	1.125	0
21	48129895	410397	0.853	-1
22	51304566	389430	0.759	-1
Odchylenie standardowe dla osobnika: 0.10101
Srednia arytmetyczna: 1.03868
