Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	629785	0.253	0
2	243199373	671475	0.276	0
3	198022430	553208	0.279	0
4	191154276	524027	0.274	0
5	180915260	495492	0.274	0
6	171115067	478011	0.279	0
7	159138663	423572	0.266	0
8	146364022	406581	0.278	0
9	141213431	313686	0.222	-1
10	135534747	372255	0.275	0
11	135006516	370006	0.274	0
12	133851895	370373	0.277	0
13	115169878	271486	0.236	0
14	107349540	249244	0.232	-1
15	102531392	224529	0.219	-1
16	90354753	221259	0.245	0
17	81195210	217351	0.268	0
18	78077248	214022	0.274	0
19	59128983	155619	0.263	0
20	63025520	177228	0.281	0
21	48129895	103346	0.215	-1
22	51304566	96400	0.188	-1
Odchylenie standardowe dla osobnika: 0.02545
Srednia arytmetyczna: 0.25911
