Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	5600237	2.247	0
2	243199373	5956013	2.449	0
3	198022430	4919769	2.484	0
4	191154276	4606740	2.41	0
5	180915260	4397843	2.431	0
6	171115067	4236882	2.476	0
7	159138663	3743423	2.352	0
8	146364022	3588297	2.452	0
9	141213431	2783225	1.971	-1
10	135534747	3284978	2.424	0
11	135006516	3298527	2.443	0
12	133851895	3294974	2.462	0
13	115169878	2395724	2.08	0
14	107349540	2212012	2.061	-1
15	102531392	2008738	1.959	-1
16	90354753	1954512	2.163	0
17	81195210	1928143	2.375	0
18	78077248	1897713	2.431	0
19	59128983	1357688	2.296	0
20	63025520	1577734	2.503	0
21	48129895	888898	1.847	-1
22	51304566	850137	1.657	-1
Odchylenie standardowe dla osobnika: 0.22563
Srednia arytmetyczna: 2.29553
