Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	903028	0.362	0
2	243199373	838861	0.345	0
3	198022430	666896	0.337	0
4	191154276	551642	0.289	-1
5	180915260	603745	0.334	0
6	171115067	629429	0.368	0
7	159138663	572971	0.36	0
8	146364022	523960	0.358	0
9	141213431	470494	0.333	0
10	135534747	565096	0.417	0
11	135006516	507342	0.376	0
12	133851895	498947	0.373	0
13	115169878	301012	0.261	-1
14	107349540	333306	0.31	-1
15	102531392	338312	0.33	0
16	90354753	390270	0.432	0
17	81195210	388409	0.478	1
18	78077248	274204	0.351	0
19	59128983	320291	0.542	1
20	63025520	292123	0.463	1
21	48129895	141827	0.295	-1
22	51304566	211154	0.412	0
Odchylenie standardowe dla osobnika: 0.0617
Srednia arytmetyczna: 0.37995
