Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	7423602	2.978	0
2	243199373	7969618	3.277	0
3	198022430	6608427	3.337	0
4	191154276	6302352	3.297	0
5	180915260	5915518	3.27	0
6	171115067	5686544	3.323	0
7	159138663	5027093	3.159	0
8	146364022	4799293	3.279	0
9	141213431	3684306	2.609	-1
10	135534747	4370889	3.225	0
11	135006516	4345436	3.219	0
12	133851895	4396767	3.285	0
13	115169878	3245024	2.818	0
14	107349540	2946221	2.745	0
15	102531392	2640796	2.576	-1
16	90354753	2546396	2.818	0
17	81195210	2538956	3.127	0
18	78077248	2536410	3.249	0
19	59128983	1799333	3.043	0
20	63025520	2042874	3.241	0
21	48129895	1191944	2.477	-1
22	51304566	1095197	2.135	-1
Odchylenie standardowe dla osobnika: 0.32015
Srednia arytmetyczna: 3.04963
