Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1681789	0.675	0
2	243199373	1807720	0.743	0
3	198022430	1494796	0.755	0
4	191154276	1414209	0.74	0
5	180915260	1342648	0.742	0
6	171115067	1278350	0.747	0
7	159138663	1137468	0.715	0
8	146364022	1101662	0.753	0
9	141213431	840073	0.595	-1
10	135534747	997193	0.736	0
11	135006516	1000475	0.741	0
12	133851895	990907	0.74	0
13	115169878	732688	0.636	0
14	107349540	670660	0.625	0
15	102531392	596778	0.582	-1
16	90354753	585884	0.648	0
17	81195210	567327	0.699	0
18	78077248	586314	0.751	0
19	59128983	395447	0.669	0
20	63025520	481896	0.765	1
21	48129895	273587	0.568	-1
22	51304566	254445	0.496	-1
Odchylenie standardowe dla osobnika: 0.07175
Srednia arytmetyczna: 0.69295
