Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1068472	0.429	0
2	243199373	1002866	0.412	0
3	198022430	800978	0.404	0
4	191154276	703072	0.368	-1
5	180915260	721821	0.399	0
6	171115067	737067	0.431	0
7	159138663	697940	0.439	0
8	146364022	622419	0.425	0
9	141213431	551123	0.39	0
10	135534747	665117	0.491	0
11	135006516	589073	0.436	0
12	133851895	597097	0.446	0
13	115169878	364512	0.316	-1
14	107349540	393088	0.366	-1
15	102531392	390057	0.38	0
16	90354753	451257	0.499	0
17	81195210	443546	0.546	1
18	78077248	321273	0.411	0
19	59128983	374080	0.633	1
20	63025520	320031	0.508	0
21	48129895	165287	0.343	-1
22	51304566	220576	0.43	0
Odchylenie standardowe dla osobnika: 0.0649
Srednia arytmetyczna: 0.44379
