Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	4241608	1.702	0
2	243199373	3970831	1.633	0
3	198022430	3121069	1.576	0
4	191154276	2675745	1.4	-1
5	180915260	2828339	1.563	0
6	171115067	2911242	1.701	0
7	159138663	2703844	1.699	0
8	146364022	2454320	1.677	0
9	141213431	2194441	1.554	0
10	135534747	2698830	1.991	0
11	135006516	2370468	1.756	0
12	133851895	2332598	1.743	0
13	115169878	1402949	1.218	-1
14	107349540	1550818	1.445	-1
15	102531392	1592452	1.553	0
16	90354753	1885134	2.086	0
17	81195210	1844355	2.272	1
18	78077248	1262721	1.617	0
19	59128983	1542187	2.608	1
20	63025520	1352594	2.146	1
21	48129895	667985	1.388	-1
22	51304566	976818	1.904	0
Odchylenie standardowe dla osobnika: 0.30037
Srednia arytmetyczna: 1.78995
