Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	46441	0.019	1
2	243199373	39830	0.016	0
3	198022430	32029	0.016	0
4	191154276	26218	0.014	0
5	180915260	28412	0.016	0
6	171115067	25164	0.015	0
7	159138663	27191	0.017	0
8	146364022	20467	0.014	0
9	141213431	19090	0.014	0
10	135534747	22742	0.017	0
11	135006516	21958	0.016	0
12	133851895	22683	0.017	0
13	115169878	15191	0.013	-1
14	107349540	15452	0.014	0
15	102531392	14737	0.014	0
16	90354753	15520	0.017	0
17	81195210	17126	0.021	1
18	78077248	12143	0.016	0
19	59128983	10355	0.018	0
20	63025520	10517	0.017	0
21	48129895	6072	0.013	-1
22	51304566	5988	0.012	-1
Odchylenie standardowe dla osobnika: 0.00205
Srednia arytmetyczna: 0.016
