Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1349631	0.541	0
2	243199373	1231157	0.506	0
3	198022430	964835	0.487	0
4	191154276	834358	0.436	-1
5	180915260	872472	0.482	0
6	171115067	890242	0.52	0
7	159138663	856097	0.538	0
8	146364022	754849	0.516	0
9	141213431	677876	0.48	0
10	135534747	841333	0.621	0
11	135006516	732094	0.542	0
12	133851895	728242	0.544	0
13	115169878	431427	0.375	-1
14	107349540	485743	0.452	-1
15	102531392	489918	0.478	0
16	90354753	594453	0.658	1
17	81195210	583977	0.719	1
18	78077248	386788	0.495	0
19	59128983	499957	0.846	1
20	63025520	411595	0.653	0
21	48129895	206371	0.429	-1
22	51304566	298069	0.581	0
Odchylenie standardowe dla osobnika: 0.0997
Srednia arytmetyczna: 0.55789
