Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	10339955	4.148	0
2	243199373	10946203	4.501	0
3	198022430	9023516	4.557	0
4	191154276	8440809	4.416	0
5	180915260	8061840	4.456	0
6	171115067	7762593	4.536	0
7	159138663	6830822	4.292	0
8	146364022	6587034	4.5	0
9	141213431	5128079	3.631	-1
10	135534747	6060058	4.471	0
11	135006516	6056782	4.486	0
12	133851895	5993612	4.478	0
13	115169878	4371735	3.796	-1
14	107349540	4043173	3.766	-1
15	102531392	3739125	3.647	-1
16	90354753	3633104	4.021	0
17	81195210	3658464	4.506	0
18	78077248	3469964	4.444	0
19	59128983	2600429	4.398	0
20	63025520	2959304	4.695	1
21	48129895	1638098	3.403	-1
22	51304566	1658832	3.233	-1
Odchylenie standardowe dla osobnika: 0.39024
Srednia arytmetyczna: 4.24937
