Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	69904	0.028	0
2	243199373	61252	0.025	0
3	198022430	48417	0.024	0
4	191154276	42332	0.022	0
5	180915260	43753	0.024	0
6	171115067	43496	0.025	0
7	159138663	45252	0.028	0
8	146364022	36683	0.025	0
9	141213431	35193	0.025	0
10	135534747	40172	0.03	0
11	135006516	35718	0.026	0
12	133851895	39214	0.029	0
13	115169878	21406	0.019	-1
14	107349540	24966	0.023	0
15	102531392	25663	0.025	0
16	90354753	30963	0.034	0
17	81195210	32992	0.041	1
18	78077248	18509	0.024	0
19	59128983	30188	0.051	1
20	63025520	19707	0.031	0
21	48129895	10236	0.021	-1
22	51304566	15075	0.029	0
Odchylenie standardowe dla osobnika: 0.00681
Srednia arytmetyczna: 0.02868
