Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	153669	0.062	0
2	243199373	134075	0.055	0
3	198022430	106080	0.054	0
4	191154276	91035	0.048	-1
5	180915260	97066	0.054	0
6	171115067	94888	0.055	0
7	159138663	94138	0.059	0
8	146364022	78797	0.054	0
9	141213431	72943	0.052	0
10	135534747	84336	0.062	0
11	135006516	76546	0.057	0
12	133851895	80110	0.06	0
13	115169878	49882	0.043	-1
14	107349540	53149	0.05	0
15	102531392	53606	0.052	0
16	90354753	60003	0.066	0
17	81195210	63596	0.078	1
18	78077248	42375	0.054	0
19	59128983	52128	0.088	1
20	63025520	42106	0.067	0
21	48129895	21827	0.045	-1
22	51304566	29410	0.057	0
Odchylenie standardowe dla osobnika: 0.00958
Srednia arytmetyczna: 0.05947
