Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	178759	0.072	0
2	243199373	164610	0.068	0
3	198022430	128821	0.065	0
4	191154276	111253	0.058	-1
5	180915260	116938	0.065	0
6	171115067	118546	0.069	0
7	159138663	114563	0.072	0
8	146364022	99488	0.068	0
9	141213431	90655	0.064	0
10	135534747	107495	0.079	0
11	135006516	97364	0.072	0
12	133851895	97926	0.073	0
13	115169878	58069	0.05	-1
14	107349540	65407	0.061	-1
15	102531392	65299	0.064	0
16	90354753	77469	0.086	0
17	81195210	77914	0.096	1
18	78077248	52198	0.067	0
19	59128983	66407	0.112	1
20	63025520	54684	0.087	0
21	48129895	41825	0.087	0
22	51304566	40448	0.079	0
Odchylenie standardowe dla osobnika: 0.01295
Srednia arytmetyczna: 0.07421
