Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1086555	0.436	0
2	243199373	980688	0.403	0
3	198022430	757962	0.383	0
4	191154276	625398	0.327	-1
5	180915260	696423	0.385	0
6	171115067	723693	0.423	0
7	159138663	674296	0.424	0
8	146364022	612139	0.418	0
9	141213431	550513	0.39	0
10	135534747	685585	0.506	0
11	135006516	606274	0.449	0
12	133851895	574397	0.429	0
13	115169878	341227	0.296	-1
14	107349540	392042	0.365	-1
15	102531392	399793	0.39	0
16	90354753	483332	0.535	0
17	81195210	474837	0.585	1
18	78077248	320773	0.411	0
19	59128983	400266	0.677	1
20	63025520	354719	0.563	1
21	48129895	172339	0.358	-1
22	51304566	269897	0.526	0
Odchylenie standardowe dla osobnika: 0.08645
Srednia arytmetyczna: 0.45337
