Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	126436	0.051	0
2	243199373	133691	0.055	0
3	198022430	107402	0.054	0
4	191154276	97664	0.051	0
5	180915260	96685	0.053	0
6	171115067	93211	0.054	0
7	159138663	82654	0.052	0
8	146364022	79949	0.055	0
9	141213431	62926	0.045	-1
10	135534747	75643	0.056	0
11	135006516	74430	0.055	0
12	133851895	73249	0.055	0
13	115169878	51319	0.045	-1
14	107349540	49063	0.046	-1
15	102531392	45330	0.044	-1
16	90354753	47548	0.053	0
17	81195210	45528	0.056	0
18	78077248	42917	0.055	0
19	59128983	32939	0.056	0
20	63025520	38681	0.061	1
21	48129895	20434	0.042	-1
22	51304566	21548	0.042	-1
Odchylenie standardowe dla osobnika: 0.00472
Srednia arytmetyczna: 0.05232
