Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	682124	0.274	0
2	243199373	616467	0.253	0
3	198022430	491213	0.248	0
4	191154276	431034	0.225	-1
5	180915260	442327	0.244	0
6	171115067	440364	0.257	0
7	159138663	443405	0.279	0
8	146364022	368255	0.252	0
9	141213431	341517	0.242	0
10	135534747	394738	0.291	0
11	135006516	356265	0.264	0
12	133851895	376757	0.281	0
13	115169878	224124	0.195	-1
14	107349540	247127	0.23	0
15	102531392	247729	0.242	0
16	90354753	288296	0.319	0
17	81195210	301711	0.372	1
18	78077248	192169	0.246	0
19	59128983	259534	0.439	1
20	63025520	194540	0.309	0
21	48129895	101648	0.211	-1
22	51304566	142258	0.277	0
Odchylenie standardowe dla osobnika: 0.05093
Srednia arytmetyczna: 0.27884
