Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1617973	0.649	0
2	243199373	1660553	0.683	0
3	198022430	1347007	0.68	0
4	191154276	1211221	0.634	0
5	180915260	1205183	0.666	0
6	171115067	1159470	0.678	0
7	159138663	1052669	0.661	0
8	146364022	1005432	0.687	0
9	141213431	797571	0.565	-1
10	135534747	954829	0.704	0
11	135006516	953388	0.706	0
12	133851895	925433	0.691	0
13	115169878	637364	0.553	-1
14	107349540	624417	0.582	-1
15	102531392	580698	0.566	-1
16	90354753	612530	0.678	0
17	81195210	607628	0.748	1
18	78077248	527494	0.676	0
19	59128983	454176	0.768	1
20	63025520	487788	0.774	1
21	48129895	260054	0.54	-1
22	51304566	287809	0.561	-1
Odchylenie standardowe dla osobnika: 0.06209
Srednia arytmetyczna: 0.66742
