Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	36296	0.015	0
2	243199373	34986	0.014	0
3	198022430	27663	0.014	0
4	191154276	23813	0.012	-1
5	180915260	24242	0.013	0
6	171115067	23075	0.013	0
7	159138663	23968	0.015	0
8	146364022	18655	0.013	0
9	141213431	17878	0.013	0
10	135534747	20353	0.015	0
11	135006516	18817	0.014	0
12	133851895	20395	0.015	0
13	115169878	12687	0.011	-1
14	107349540	13419	0.013	0
15	102531392	13276	0.013	0
16	90354753	14648	0.016	0
17	81195210	15051	0.019	1
18	78077248	10431	0.013	0
19	59128983	11225	0.019	1
20	63025520	9716	0.015	0
21	48129895	5378	0.011	-1
22	51304566	6312	0.012	-1
Odchylenie standardowe dla osobnika: 0.00193
Srednia arytmetyczna: 0.01437
