Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	7283	0.003	0
2	243199373	6495	0.003	0
3	198022430	5179	0.003	0
4	191154276	4479	0.002	-1
5	180915260	4481	0.002	-1
6	171115067	4380	0.003	0
7	159138663	4745	0.003	0
8	146364022	3809	0.003	0
9	141213431	3633	0.003	0
10	135534747	3967	0.003	0
11	135006516	3825	0.003	0
12	133851895	3848	0.003	0
13	115169878	2445	0.002	-1
14	107349540	2493	0.002	-1
15	102531392	2768	0.003	0
16	90354753	3063	0.003	0
17	81195210	3422	0.004	1
18	78077248	2064	0.003	0
19	59128983	2767	0.005	1
20	63025520	2122	0.003	0
21	48129895	1022	0.002	-1
22	51304566	1510	0.003	0
Odchylenie standardowe dla osobnika: 0.00065
Srednia arytmetyczna: 0.003
