Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	59671	0.024	0
2	243199373	52835	0.022	0
3	198022430	42029	0.021	0
4	191154276	36801	0.019	0
5	180915260	37925	0.021	0
6	171115067	37116	0.022	0
7	159138663	38819	0.024	0
8	146364022	30736	0.021	0
9	141213431	29899	0.021	0
10	135534747	34496	0.025	0
11	135006516	29841	0.022	0
12	133851895	33020	0.025	0
13	115169878	18313	0.016	-1
14	107349540	21321	0.02	0
15	102531392	21921	0.021	0
16	90354753	25952	0.029	0
17	81195210	28393	0.035	1
18	78077248	15907	0.02	0
19	59128983	25164	0.043	1
20	63025520	16105	0.026	0
21	48129895	8447	0.018	-1
22	51304566	12648	0.025	0
Odchylenie standardowe dla osobnika: 0.00565
Srednia arytmetyczna: 0.02453
