Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1309684	0.525	0
2	243199373	1420396	0.584	0
3	198022430	1185335	0.599	0
4	191154276	1154464	0.604	1
5	180915260	1067819	0.59	0
6	171115067	1027157	0.6	0
7	159138663	907519	0.57	0
8	146364022	862237	0.589	0
9	141213431	652148	0.462	-1
10	135534747	772665	0.57	0
11	135006516	770045	0.57	0
12	133851895	788364	0.589	0
13	115169878	588113	0.511	0
14	107349540	526305	0.49	0
15	102531392	463758	0.452	-1
16	90354753	444213	0.492	0
17	81195210	430579	0.53	0
18	78077248	454257	0.582	0
19	59128983	308011	0.521	0
20	63025520	346523	0.55	0
21	48129895	216973	0.451	-1
22	51304566	178405	0.348	-1
Odchylenie standardowe dla osobnika: 0.06463
Srednia arytmetyczna: 0.53868
