Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	2155885	0.865	0
2	243199373	1992703	0.819	0
3	198022430	1555380	0.785	0
4	191154276	1333710	0.698	-1
5	180915260	1416106	0.783	0
6	171115067	1461879	0.854	0
7	159138663	1382442	0.869	0
8	146364022	1220175	0.834	0
9	141213431	1113660	0.789	0
10	135534747	1345284	0.993	0
11	135006516	1192693	0.883	0
12	133851895	1178475	0.88	0
13	115169878	708602	0.615	-1
14	107349540	790411	0.736	-1
15	102531392	806130	0.786	0
16	90354753	947290	1.048	0
17	81195210	974597	1.2	1
18	78077248	636335	0.815	0
19	59128983	823216	1.392	1
20	63025520	682072	1.082	1
21	48129895	345297	0.717	-1
22	51304566	514198	1.002	0
Odchylenie standardowe dla osobnika: 0.16857
Srednia arytmetyczna: 0.91042
