Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	715638	0.287	0
2	243199373	657519	0.27	0
3	198022430	512041	0.259	0
4	191154276	444270	0.232	-1
5	180915260	467401	0.258	0
6	171115067	474717	0.277	0
7	159138663	455424	0.286	0
8	146364022	399776	0.273	0
9	141213431	362767	0.257	0
10	135534747	429176	0.317	0
11	135006516	389667	0.289	0
12	133851895	389033	0.291	0
13	115169878	232739	0.202	-1
14	107349540	259392	0.242	-1
15	102531392	262750	0.256	0
16	90354753	309996	0.343	0
17	81195210	312426	0.385	1
18	78077248	208227	0.267	0
19	59128983	265064	0.448	1
20	63025520	218323	0.346	0
21	48129895	166839	0.347	0
22	51304566	162317	0.316	0
Odchylenie standardowe dla osobnika: 0.05198
Srednia arytmetyczna: 0.29642
