Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	119782	0.048	0
2	243199373	110639	0.045	0
3	198022430	85263	0.043	0
4	191154276	81484	0.043	0
5	180915260	77735	0.043	0
6	171115067	75538	0.044	0
7	159138663	79329	0.05	0
8	146364022	63932	0.044	0
9	141213431	58597	0.041	0
10	135534747	79399	0.059	1
11	135006516	61807	0.046	0
12	133851895	64885	0.048	0
13	115169878	38330	0.033	-1
14	107349540	42268	0.039	-1
15	102531392	41497	0.04	0
16	90354753	51574	0.057	0
17	81195210	50877	0.063	1
18	78077248	32626	0.042	0
19	59128983	46101	0.078	1
20	63025520	31251	0.05	0
21	48129895	17213	0.036	-1
22	51304566	22319	0.044	0
Odchylenie standardowe dla osobnika: 0.00934
Srednia arytmetyczna: 0.04868
