Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	17098	0.007	0
2	243199373	16120	0.007	0
3	198022430	13001	0.007	0
4	191154276	11052	0.006	0
5	180915260	11302	0.006	0
6	171115067	10879	0.006	0
7	159138663	11359	0.007	0
8	146364022	8829	0.006	0
9	141213431	8369	0.006	0
10	135534747	9640	0.007	0
11	135006516	8991	0.007	0
12	133851895	9520	0.007	0
13	115169878	5830	0.005	-1
14	107349540	6155	0.006	0
15	102531392	6087	0.006	0
16	90354753	6845	0.008	1
17	81195210	7419	0.009	1
18	78077248	4998	0.006	0
19	59128983	5789	0.01	1
20	63025520	4384	0.007	0
21	48129895	2553	0.005	-1
22	51304566	3180	0.006	0
Odchylenie standardowe dla osobnika: 0.00107
Srednia arytmetyczna: 0.00689
