Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	12895409	5.174	0
2	243199373	12143538	4.993	0
3	198022430	9446858	4.771	0
4	191154276	8133713	4.255	-1
5	180915260	8430476	4.66	0
6	171115067	8258730	4.826	0
7	159138663	8190997	5.147	0
8	146364022	7256493	4.958	0
9	141213431	6331957	4.484	0
10	135534747	7423607	5.477	0
11	135006516	7499436	5.555	0
12	133851895	7122251	5.321	0
13	115169878	4336070	3.765	-1
14	107349540	4792120	4.464	0
15	102531392	4636681	4.522	0
16	90354753	5616801	6.216	0
17	81195210	6037329	7.436	1
18	78077248	3726033	4.772	0
19	59128983	5458958	9.232	1
20	63025520	4203685	6.67	1
21	48129895	2069873	4.301	0
22	51304566	3049555	5.944	0
Odchylenie standardowe dla osobnika: 1.18914
Srednia arytmetyczna: 5.47921
