Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1039874	0.417	0
2	243199373	968666	0.398	0
3	198022430	770714	0.389	0
4	191154276	673439	0.352	-1
5	180915260	696997	0.385	0
6	171115067	709073	0.414	0
7	159138663	678809	0.427	0
8	146364022	590754	0.404	0
9	141213431	532158	0.377	0
10	135534747	634831	0.468	0
11	135006516	561784	0.416	0
12	133851895	581894	0.435	0
13	115169878	350922	0.305	-1
14	107349540	381124	0.355	-1
15	102531392	383145	0.374	0
16	90354753	442554	0.49	0
17	81195210	447433	0.551	1
18	78077248	305139	0.391	0
19	59128983	382711	0.647	1
20	63025520	310624	0.493	0
21	48129895	160183	0.333	-1
22	51304566	220293	0.429	0
Odchylenie standardowe dla osobnika: 0.07046
Srednia arytmetyczna: 0.43268
