Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	562854	0.226	0
2	243199373	539733	0.222	0
3	198022430	425109	0.215	0
4	191154276	405971	0.212	0
5	180915260	384235	0.212	0
6	171115067	381795	0.223	0
7	159138663	375733	0.236	0
8	146364022	324235	0.222	0
9	141213431	281093	0.199	0
10	135534747	381442	0.281	1
11	135006516	301064	0.223	0
12	133851895	310871	0.232	0
13	115169878	194580	0.169	-1
14	107349540	202846	0.189	-1
15	102531392	200983	0.196	-1
16	90354753	257282	0.285	1
17	81195210	222346	0.274	1
18	78077248	164442	0.211	0
19	59128983	191096	0.323	1
20	63025520	150546	0.239	0
21	48129895	85361	0.177	-1
22	51304566	98715	0.192	-1
Odchylenie standardowe dla osobnika: 0.03452
Srednia arytmetyczna: 0.23163
