Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1003416	0.403	0
2	243199373	930952	0.383	0
3	198022430	742089	0.375	0
4	191154276	653522	0.342	-1
5	180915260	668320	0.369	0
6	171115067	677939	0.396	0
7	159138663	659224	0.414	0
8	146364022	563052	0.385	0
9	141213431	512785	0.363	0
10	135534747	607889	0.449	0
11	135006516	538628	0.399	0
12	133851895	561504	0.419	0
13	115169878	337651	0.293	-1
14	107349540	367803	0.343	-1
15	102531392	371010	0.362	0
16	90354753	429577	0.475	0
17	81195210	441302	0.544	1
18	78077248	289908	0.371	0
19	59128983	380037	0.643	1
20	63025520	294681	0.468	0
21	48129895	153150	0.318	-1
22	51304566	210838	0.411	0
Odchylenie standardowe dla osobnika: 0.07199
Srednia arytmetyczna: 0.41805
