Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	301800	0.121	0
2	243199373	272748	0.112	0
3	198022430	214579	0.108	0
4	191154276	186456	0.098	-1
5	180915260	192349	0.106	0
6	171115067	192771	0.113	0
7	159138663	195778	0.123	0
8	146364022	158400	0.108	0
9	141213431	152175	0.108	0
10	135534747	175014	0.129	0
11	135006516	157256	0.116	0
12	133851895	167173	0.125	0
13	115169878	95997	0.083	-1
14	107349540	109461	0.102	0
15	102531392	112339	0.11	0
16	90354753	131854	0.146	0
17	81195210	143285	0.176	1
18	78077248	82588	0.106	0
19	59128983	126221	0.213	1
20	63025520	86982	0.138	0
21	48129895	44220	0.092	-1
22	51304566	66781	0.13	0
Odchylenie standardowe dla osobnika: 0.02726
Srednia arytmetyczna: 0.12537
