Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1115402	0.448	0
2	243199373	1021920	0.42	0
3	198022430	814843	0.411	0
4	191154276	724099	0.379	-1
5	180915260	738916	0.408	0
6	171115067	747255	0.437	0
7	159138663	719180	0.452	0
8	146364022	631361	0.431	0
9	141213431	561554	0.398	0
10	135534747	707957	0.522	0
11	135006516	596772	0.442	0
12	133851895	612549	0.458	0
13	115169878	370418	0.322	-1
14	107349540	401090	0.374	-1
15	102531392	404472	0.394	0
16	90354753	481829	0.533	0
17	81195210	466725	0.575	1
18	78077248	321218	0.411	0
19	59128983	402341	0.68	1
20	63025520	325294	0.516	0
21	48129895	171754	0.357	-1
22	51304566	228341	0.445	0
Odchylenie standardowe dla osobnika: 0.07431
Srednia arytmetyczna: 0.45911
