Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	2055272	0.825	0
2	243199373	1918661	0.789	0
3	198022430	1504580	0.76	0
4	191154276	1299269	0.68	-1
5	180915260	1371683	0.758	0
6	171115067	1395981	0.816	0
7	159138663	1334581	0.839	0
8	146364022	1176121	0.804	0
9	141213431	1066298	0.755	0
10	135534747	1293822	0.955	0
11	135006516	1140415	0.845	0
12	133851895	1130788	0.845	0
13	115169878	689946	0.599	-1
14	107349540	759060	0.707	-1
15	102531392	772776	0.754	0
16	90354753	903759	1.0	0
17	81195210	910501	1.121	1
18	78077248	613549	0.786	0
19	59128983	766095	1.296	1
20	63025520	639790	1.015	0
21	48129895	327682	0.681	-1
22	51304566	474267	0.924	0
Odchylenie standardowe dla osobnika: 0.14948
Srednia arytmetyczna: 0.86779
