Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	24189031	9.705	0
2	243199373	25605740	10.529	0
3	198022430	21045981	10.628	0
4	191154276	19568858	10.237	0
5	180915260	18810436	10.397	0
6	171115067	18057034	10.553	0
7	159138663	16105029	10.12	0
8	146364022	15439338	10.549	0
9	141213431	12038749	8.525	-1
10	135534747	14261343	10.522	0
11	135006516	14299782	10.592	0
12	133851895	14096520	10.531	0
13	115169878	10184135	8.843	-1
14	107349540	9539436	8.886	-1
15	102531392	8668973	8.455	-1
16	90354753	8654935	9.579	0
17	81195210	8645159	10.647	0
18	78077248	8152717	10.442	0
19	59128983	6213310	10.508	0
20	63025520	6998006	11.103	1
21	48129895	3836136	7.97	-1
22	51304566	3932640	7.665	-1
Odchylenie standardowe dla osobnika: 0.91261
Srednia arytmetyczna: 9.98584
