Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	11741482	4.711	0
2	243199373	12491246	5.136	0
3	198022430	10296727	5.2	0
4	191154276	9654937	5.051	0
5	180915260	9216510	5.094	0
6	171115067	8844741	5.169	0
7	159138663	7908542	4.97	0
8	146364022	7543713	5.154	0
9	141213431	5855605	4.147	-1
10	135534747	6943948	5.123	0
11	135006516	6927886	5.132	0
12	133851895	6887115	5.145	0
13	115169878	5027848	4.366	-1
14	107349540	4656813	4.338	-1
15	102531392	4215218	4.111	-1
16	90354753	4180061	4.626	0
17	81195210	4155594	5.118	0
18	78077248	3986655	5.106	0
19	59128983	3000516	5.075	0
20	63025520	3361785	5.334	1
21	48129895	1908049	3.964	-1
22	51304566	1870496	3.646	-1
Odchylenie standardowe dla osobnika: 0.45487
Srednia arytmetyczna: 4.85684
