Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	988687	0.397	0
2	243199373	961376	0.395	0
3	198022430	768877	0.388	0
4	191154276	692095	0.362	-1
5	180915260	695314	0.384	0
6	171115067	701742	0.41	0
7	159138663	650233	0.409	0
8	146364022	597269	0.408	0
9	141213431	510875	0.362	-1
10	135534747	652461	0.481	1
11	135006516	551928	0.409	0
12	133851895	553450	0.413	0
13	115169878	354642	0.308	-1
14	107349540	365660	0.341	-1
15	102531392	359037	0.35	-1
16	90354753	402381	0.445	0
17	81195210	375515	0.462	1
18	78077248	307065	0.393	0
19	59128983	305566	0.517	1
20	63025520	286248	0.454	1
21	48129895	158139	0.329	-1
22	51304566	185148	0.361	-1
Odchylenie standardowe dla osobnika: 0.04542
Srednia arytmetyczna: 0.40779
