Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	187083	0.075	0
2	243199373	186990	0.077	0
3	198022430	148241	0.075	0
4	191154276	132268	0.069	0
5	180915260	132349	0.073	0
6	171115067	128011	0.075	0
7	159138663	117795	0.074	0
8	146364022	111224	0.076	0
9	141213431	91587	0.065	-1
10	135534747	108948	0.08	0
11	135006516	109369	0.081	0
12	133851895	103109	0.077	0
13	115169878	69860	0.061	-1
14	107349540	70547	0.066	-1
15	102531392	66897	0.065	-1
16	90354753	73805	0.082	0
17	81195210	76406	0.094	1
18	78077248	58129	0.074	0
19	59128983	59120	0.1	1
20	63025520	58564	0.093	1
21	48129895	30834	0.064	-1
22	51304566	38217	0.074	0
Odchylenie standardowe dla osobnika: 0.00929
Srednia arytmetyczna: 0.07742
