Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1789179	0.718	0
2	243199373	1643312	0.676	0
3	198022430	1284348	0.649	0
4	191154276	1111919	0.582	-1
5	180915260	1165411	0.644	0
6	171115067	1185716	0.693	0
7	159138663	1140121	0.716	0
8	146364022	999737	0.683	0
9	141213431	907992	0.643	0
10	135534747	1072130	0.791	0
11	135006516	975406	0.722	0
12	133851895	972332	0.726	0
13	115169878	583560	0.507	-1
14	107349540	648925	0.604	-1
15	102531392	655429	0.639	0
16	90354753	773998	0.857	0
17	81195210	780450	0.961	1
18	78077248	520699	0.667	0
19	59128983	663554	1.122	1
20	63025520	547677	0.869	0
21	48129895	417019	0.866	0
22	51304566	405198	0.79	0
Odchylenie standardowe dla osobnika: 0.13015
Srednia arytmetyczna: 0.74132
