Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	244438	0.098	0
2	243199373	257412	0.106	0
3	198022430	212165	0.107	0
4	191154276	198459	0.104	0
5	180915260	189893	0.105	0
6	171115067	184178	0.108	0
7	159138663	163519	0.103	0
8	146364022	156078	0.107	0
9	141213431	121635	0.086	-1
10	135534747	143876	0.106	0
11	135006516	143400	0.106	0
12	133851895	142712	0.107	0
13	115169878	103126	0.09	-1
14	107349540	95922	0.089	-1
15	102531392	86757	0.085	-1
16	90354753	87286	0.097	0
17	81195210	85350	0.105	0
18	78077248	82837	0.106	0
19	59128983	61711	0.104	0
20	63025520	69968	0.111	1
21	48129895	40155	0.083	-1
22	51304566	38213	0.074	-1
Odchylenie standardowe dla osobnika: 0.00962
Srednia arytmetyczna: 0.10042
