Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1718402	0.689	0
2	243199373	1561199	0.642	0
3	198022430	1224772	0.619	0
4	191154276	1042673	0.545	-1
5	180915260	1104953	0.611	0
6	171115067	1150233	0.672	0
7	159138663	1087488	0.683	0
8	146364022	964596	0.659	0
9	141213431	864172	0.612	0
10	135534747	1083315	0.799	0
11	135006516	938548	0.695	0
12	133851895	931210	0.696	0
13	115169878	548753	0.476	-1
14	107349540	619993	0.578	-1
15	102531392	636604	0.621	0
16	90354753	753272	0.834	0
17	81195210	754703	0.929	1
18	78077248	496518	0.636	0
19	59128983	647325	1.095	1
20	63025520	541080	0.859	1
21	48129895	264488	0.55	-1
22	51304566	400846	0.781	0
Odchylenie standardowe dla osobnika: 0.13305
Srednia arytmetyczna: 0.71679
