Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	6785761	2.722	0
2	243199373	6906554	2.84	0
3	198022430	5579349	2.818	0
4	191154276	5118853	2.678	0
5	180915260	4987099	2.757	0
6	171115067	4822772	2.818	0
7	159138663	4465705	2.806	0
8	146364022	4157922	2.841	0
9	141213431	3366152	2.384	-1
10	135534747	3986199	2.941	0
11	135006516	3966209	2.938	0
12	133851895	3894808	2.91	0
13	115169878	2669174	2.318	-1
14	107349540	2630369	2.45	-1
15	102531392	2419546	2.36	-1
16	90354753	2625054	2.905	0
17	81195210	2693122	3.317	1
18	78077248	2168466	2.777	0
19	59128983	2162596	3.657	1
20	63025520	2031721	3.224	1
21	48129895	1100967	2.287	-1
22	51304566	1269518	2.474	-1
Odchylenie standardowe dla osobnika: 0.31155
Srednia arytmetyczna: 2.83368
