Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	509444	0.204	0
2	243199373	454346	0.187	0
3	198022430	359954	0.182	0
4	191154276	310549	0.162	-1
5	180915260	325914	0.18	0
6	171115067	331049	0.193	0
7	159138663	325781	0.205	0
8	146364022	275501	0.188	0
9	141213431	256042	0.181	0
10	135534747	307375	0.227	0
11	135006516	269817	0.2	0
12	133851895	280058	0.209	0
13	115169878	160238	0.139	-1
14	107349540	182602	0.17	0
15	102531392	187118	0.182	0
16	90354753	223016	0.247	0
17	81195210	230530	0.284	1
18	78077248	142646	0.183	0
19	59128983	201783	0.341	1
20	63025520	150943	0.239	0
21	48129895	75979	0.158	-1
22	51304566	112079	0.218	0
Odchylenie standardowe dla osobnika: 0.04222
Srednia arytmetyczna: 0.21047
