Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	26783	0.011	0
2	243199373	28479	0.012	0
3	198022430	23608	0.012	0
4	191154276	22358	0.012	0
5	180915260	21089	0.012	0
6	171115067	20360	0.012	0
7	159138663	18295	0.011	0
8	146364022	17096	0.012	0
9	141213431	13416	0.01	-1
10	135534747	15834	0.012	0
11	135006516	15597	0.012	0
12	133851895	15994	0.012	0
13	115169878	11488	0.01	-1
14	107349540	10850	0.01	-1
15	102531392	9631	0.009	-1
16	90354753	9546	0.011	0
17	81195210	9670	0.012	0
18	78077248	9240	0.012	0
19	59128983	6952	0.012	0
20	63025520	7666	0.012	0
21	48129895	6730	0.014	1
22	51304566	4170	0.008	-1
Odchylenie standardowe dla osobnika: 0.00116
Srednia arytmetyczna: 0.01126
