Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	515482	0.207	0
2	243199373	548890	0.226	0
3	198022430	453072	0.229	0
4	191154276	435756	0.228	0
5	180915260	408660	0.226	0
6	171115067	395141	0.231	0
7	159138663	350780	0.22	0
8	146364022	331021	0.226	0
9	141213431	256139	0.181	-1
10	135534747	301431	0.222	0
11	135006516	300888	0.223	0
12	133851895	304363	0.227	0
13	115169878	225119	0.195	0
14	107349540	203271	0.189	-1
15	102531392	181892	0.177	-1
16	90354753	177396	0.196	0
17	81195210	176758	0.218	0
18	78077248	175018	0.224	0
19	59128983	129113	0.218	0
20	63025520	141236	0.224	0
21	48129895	84872	0.176	-1
22	51304566	76610	0.149	-1
Odchylenie standardowe dla osobnika: 0.02198
Srednia arytmetyczna: 0.21142
