Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	4787419	1.921	0
2	243199373	5067106	2.084	0
3	198022430	4188406	2.115	0
4	191154276	3961252	2.072	0
5	180915260	3748252	2.072	0
6	171115067	3604832	2.107	0
7	159138663	3218425	2.022	0
8	146364022	3063785	2.093	0
9	141213431	2377847	1.684	-1
10	135534747	2805171	2.07	0
11	135006516	2817348	2.087	0
12	133851895	2812210	2.101	0
13	115169878	2046911	1.777	-1
14	107349540	1894091	1.764	-1
15	102531392	1694131	1.652	-1
16	90354753	1679332	1.859	0
17	81195210	1674843	2.063	0
18	78077248	1617781	2.072	0
19	59128983	1209973	2.046	0
20	63025520	1344443	2.133	0
21	48129895	774465	1.609	-1
22	51304566	746455	1.455	-1
Odchylenie standardowe dla osobnika: 0.18898
Srednia arytmetyczna: 1.96842
