Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	27075	0.011	1
2	243199373	14517	0.006	0
3	198022430	11558	0.006	0
4	191154276	9594	0.005	-1
5	180915260	12058	0.007	0
6	171115067	9784	0.006	0
7	159138663	9938	0.006	0
8	146364022	8088	0.006	0
9	141213431	7504	0.005	-1
10	135534747	8752	0.006	0
11	135006516	8592	0.006	0
12	133851895	8713	0.007	0
13	115169878	5752	0.005	-1
14	107349540	5599	0.005	-1
15	102531392	5517	0.005	-1
16	90354753	5911	0.007	0
17	81195210	6358	0.008	1
18	78077248	4592	0.006	0
19	59128983	4891	0.008	1
20	63025520	4522	0.007	0
21	48129895	2334	0.005	-1
22	51304566	3003	0.006	0
Odchylenie standardowe dla osobnika: 0.00139
Srednia arytmetyczna: 0.00647
