Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	25189	0.01	0
2	243199373	22158	0.009	0
3	198022430	17635	0.009	0
4	191154276	14763	0.008	0
5	180915260	15573	0.009	0
6	171115067	15603	0.009	0
7	159138663	15863	0.01	0
8	146364022	13020	0.009	0
9	141213431	12470	0.009	0
10	135534747	14157	0.01	0
11	135006516	12970	0.01	0
12	133851895	13924	0.01	0
13	115169878	7817	0.007	-1
14	107349540	9249	0.009	0
15	102531392	9429	0.009	0
16	90354753	11249	0.012	0
17	81195210	12364	0.015	1
18	78077248	6553	0.008	0
19	59128983	11301	0.019	1
20	63025520	7535	0.012	0
21	48129895	3755	0.008	0
22	51304566	5867	0.011	0
Odchylenie standardowe dla osobnika: 0.00254
Srednia arytmetyczna: 0.01047
