Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	110090	0.044	0
2	243199373	98844	0.041	0
3	198022430	78482	0.04	0
4	191154276	68968	0.036	-1
5	180915260	70098	0.039	0
6	171115067	70402	0.041	0
7	159138663	71166	0.045	0
8	146364022	58332	0.04	0
9	141213431	55038	0.039	0
10	135534747	65334	0.048	0
11	135006516	56663	0.042	0
12	133851895	61012	0.046	0
13	115169878	35051	0.03	-1
14	107349540	40019	0.037	0
15	102531392	40989	0.04	0
16	90354753	47911	0.053	0
17	81195210	51373	0.063	1
18	78077248	30105	0.039	0
19	59128983	45045	0.076	1
20	63025520	31708	0.05	0
21	48129895	15779	0.033	-1
22	51304566	24077	0.047	0
Odchylenie standardowe dla osobnika: 0.0095
Srednia arytmetyczna: 0.04563
